filename,pitch_mean,pitch_min,pitch_max,pitch_depth,energy,speaking_rate,gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
1272-135031-0007_1.flac,1671.0522,153.3441,3994.8584,3841.5144,7.8598375,9.124537607891492,female,-262.2933,52.918938,45.78541,24.14931,17.494743,-6.026565,-8.81925,-2.4777448,-3.6658034,-5.1160226,-2.519428,-6.3682704,1.1704979
1272-135031-0008_1.flac,1513.4104,152.57268,3994.2021,3841.6294,8.552918,8.446866485013624,female,-261.69183,74.75098,32.56203,6.5835977,11.284395,1.573279,-11.498284,-4.3418903,-2.7115483,-2.8755825,-2.8932562,-4.9279346,-4.711383
1272-135031-0009_1.flac,1037.0037,152.62798,3976.8127,3824.1848,3.245562,6.806282722513089,male,-308.6076,95.97546,37.95166,5.610432,-8.905598,-6.169294,0.36141866,2.364933,6.6385508,0.18742271,1.027988,-3.1578736,0.4025937
1272-135031-0010_1.flac,1444.8966,152.40593,3995.619,3843.213,18.062176,9.672040022234576,female,-259.85577,70.79159,46.729454,12.2348795,14.183681,-3.6309497,-5.726914,-4.0074673,-3.3009527,-1.7030408,-5.0178623,-7.4806046,-1.781706
1272-135031-0011_1.flac,1282.9474,152.4849,3995.0073,3842.5225,5.021904,8.49056603773585,male,-272.0834,82.07324,25.507858,3.4244385,17.653166,2.6733584,-10.683795,-2.0972056,-2.5800703,-1.4448733,3.4784157,-3.9325156,-0.8198702
1272-135031-0012_1.flac,1363.7726,152.57867,3986.0918,3833.5132,4.9211187,8.823529411764707,female,-250.09831,104.61284,20.476881,-15.842129,1.9223187,1.3409595,-14.643368,-5.351597,-3.3958201,-1.057358,-2.4579613,-6.8146286,-4.773514
1272-135031-0013_1.flac,1378.9951,154.12955,3995.327,3841.1973,4.07323,7.5675675675675675,female,-302.6005,71.61024,30.584595,10.879025,13.192534,-3.7216,-5.229421,0.8974019,4.8055644,1.0189507,0.4886299,-2.7119327,3.8307824
1272-135031-0014_1.flac,798.06915,152.39609,3952.5908,3800.1948,2.6813347,4.597701149425287,male,-340.20242,74.62643,33.156303,0.28639305,11.734563,0.5415495,-8.309542,0.24581413,6.9339046,7.27345,2.2103064,-1.0464425,-0.38552094
1272-135031-0015_1.flac,1420.0757,152.69691,3996.0552,3843.3582,14.609594,10.169491525423728,male,-254.00359,83.189835,35.765392,1.4367704,14.124628,-3.788027,-6.37485,-2.0142236,-3.4806826,1.7697378,-1.5556234,-5.1084194,2.0784585
1272-135031-0016_1.flac,1229.2284,152.64587,3993.5056,3840.8599,2.5316768,6.140350877192983,male,-308.23117,70.51305,27.74076,11.832243,11.982141,-0.13722907,-4.6334143,5.0891185,4.716612,3.5745006,3.8554726,-4.111109,2.047633
1272-135031-0017_1.flac,1429.0833,152.36763,3995.2585,3842.8909,11.37602,9.037900874635568,female,-278.03143,76.09057,33.3706,7.758604,17.261234,0.8325016,-8.334594,0.5408511,-2.1584587,-1.0582287,-1.4757667,-5.5707097,1.2434105
1272-135031-0018_1.flac,1370.5305,154.17473,3987.4006,3833.2258,6.2516766,9.407193435415016,female,-270.94626,85.33057,30.011461,3.832671,3.5101953,-1.4511164,0.073116645,-0.5419007,-4.5874386,-1.8278527,0.63364047,-2.0034277,-0.0015666949
1272-135031-0019_1.flac,1520.9854,153.25056,3995.3386,3842.0881,4.8818254,8.22695035460993,female,-271.0391,63.290768,27.794855,11.890309,15.099047,-1.9417342,-6.075855,0.93629664,2.6194677,2.828008,-0.027461013,-3.8201623,3.1969616
1272-135031-0020_1.flac,1131.1313,152.86203,3989.9604,3837.0984,9.257526,9.462365591397848,male,-262.22107,82.37747,34.872856,12.94868,17.136007,-6.4767914,-11.061127,0.6925513,-4.438227,-0.84566945,-3.4228542,-6.282729,0.82574254
1272-135031-0021_1.flac,1388.3074,152.66809,3993.2024,3840.5342,5.0281444,8.86319845857418,female,-261.42682,72.339455,32.317013,9.134507,13.855859,-5.957924,-5.2675195,-2.9056141,-1.5529573,2.9393802,0.49537575,-5.48537,-0.33498555
1272-135031-0022_1.flac,1266.3308,152.58902,3993.0508,3840.4617,2.8241928,7.421150278293136,female,-313.26953,88.584335,20.23644,3.9739704,17.246416,4.6287823,-7.4530244,-2.5253804,3.0682158,1.1630316,3.523326,2.2631977,-0.5746964
1272-135031-0023_1.flac,1516.6354,152.42651,3996.0005,3843.574,14.749495,9.840425531914894,female,-256.23157,80.05368,36.61344,13.027573,16.956709,-0.17659107,-5.939189,0.18794148,-0.98015314,2.5987074,0.0088525545,-8.770078,-3.4871042
1272-135031-0024_1.flac,1455.0917,152.51466,3995.5725,3843.0579,28.49454,10.435383552176917,female,-246.81685,80.63399,33.111584,6.6194243,16.93532,2.721427,-11.04762,0.4803897,1.4606521,0.021277051,-1.6037275,-3.172931,1.8319528
1272-141231-0000_1.flac,1683.8661,152.38028,3992.9521,3840.5718,10.396674,7.096774193548386,female,-293.19333,38.733055,25.69193,4.975262,14.631739,3.9070783,-8.495758,-5.2044744,2.5074902,4.752265,2.02323,-2.6301324,0.48215276
1272-141231-0001_1.flac,1523.488,153.15195,3995.0447,3841.8928,14.98542,8.875286916602906,female,-279.28137,75.944115,28.30297,10.039479,16.344208,-0.4012128,-3.5723577,-3.1539562,-1.9283601,-0.07977243,5.4656854,0.34081316,1.3221763
1272-141231-0002_1.flac,1616.856,152.46048,3995.7563,3843.296,29.57499,9.598800149981251,female,-269.86115,57.91111,35.162376,9.270365,16.136385,-1.2395418,-5.2237415,-3.7479491,-3.078184,2.8079813,3.0840125,-0.372631,-2.1603494
1272-141231-0003_1.flac,1663.6908,152.38063,3995.9836,3843.603,9.497667,8.85608856088561,female,-292.13193,52.36452,38.4401,4.958559,6.430045,-1.1955168,0.39456162,-0.91152495,1.1525787,5.256527,3.5123112,0.7100896,0.9068063
1272-141231-0004_1.flac,1285.5703,152.70558,3995.338,3842.6323,10.004398,6.8762278978389,female,-337.84995,50.72457,32.385136,14.680072,16.620602,0.6470373,-0.0280401,-0.9047804,3.8105392,4.2494407,4.4893036,-0.7506372,1.8487136
1272-141231-0005_1.flac,1633.8807,152.70224,3994.3518,3841.6497,13.35107,9.466437177280552,female,-260.6139,70.958046,25.974339,13.652242,18.658976,-6.1286902,-5.0371137,-5.918008,1.5510066,2.5318232,2.1231956,0.9166468,1.0201302
1272-141231-0006_1.flac,1524.0824,152.902,3992.3743,3839.4722,10.657346,8.519269776876268,female,-297.69263,68.08812,35.606407,9.67596,19.559195,4.748595,-4.192246,-8.223367,2.6721988,-0.61953557,4.129975,-3.4785318,2.3907678
1272-141231-0007_1.flac,1446.7809,152.39488,3994.0933,3841.6985,9.953609,9.08130939809926,female,-301.37976,87.017204,28.395725,1.6005986,12.793486,-0.19464688,2.1378543,-4.583761,-1.5660083,2.528962,3.100117,2.1311865,1.5712576
1272-141231-0008_1.flac,1551.1345,152.88304,3994.8818,3841.9988,7.284006,8.705114254624592,female,-321.93274,63.95082,35.247032,12.202561,11.466212,1.3555142,-4.4501247,-2.8728082,1.7969126,0.3201279,2.971271,0.449983,-0.74039066
1272-141231-0009_1.flac,1371.9137,152.4098,3994.0588,3841.649,14.398462,9.396751740139212,male,-304.5927,60.843716,34.250854,8.726591,23.98269,-0.82167697,-5.687074,-3.1581407,2.2879784,3.0459378,1.6679833,-1.4083976,2.7400215
1272-141231-0010_1.flac,1316.6365,152.82387,3995.007,3842.183,19.599964,9.014869888475836,female,-300.38956,69.2382,39.104485,3.923041,14.479752,-0.025512107,-0.06950886,-4.4221163,-1.6779454,1.6140523,5.352974,1.9661032,-0.6326975
1272-141231-0011_1.flac,1670.8422,152.40956,3995.5525,3843.1428,8.321005,8.97308075772682,female,-286.25208,52.54424,28.67187,11.129491,23.51277,-1.5459155,-4.4366217,-3.0013397,0.37996688,3.2761242,4.990515,-0.08481185,0.055195123
1272-141231-0012_1.flac,1423.1951,152.45049,3995.665,3843.2146,14.853141,8.656330749354005,female,-287.4765,60.059032,36.752148,4.516445,19.283546,-0.0485802,-3.8105345,-0.45066845,-1.6056054,3.7895937,6.269574,-1.5054722,-0.085171536
1272-141231-0013_1.flac,1523.1633,152.55827,3984.1316,3831.5732,2.626099,5.4880140249247304,female,-334.361,33.651955,29.159626,14.543768,16.330742,-1.9229505,2.1868,-2.0449846,1.4420851,0.52438927,3.8440402,-5.447335,-0.91035926
1272-141231-0014_1.flac,1296.808,152.43144,3994.8777,3842.4463,13.777866,8.213552361396305,female,-300.95633,60.577053,34.195427,8.069257,15.212295,-2.5784533,-2.041872,-4.5560255,0.3200569,-0.32041672,5.738599,-2.033161,-0.72275496
1272-141231-0015_1.flac,1435.0614,152.84569,3994.2295,3841.3838,11.204929,8.626760563380282,female,-308.19708,62.98901,35.60094,6.842797,19.044222,-0.49092984,-5.2142496,-2.3317788,-0.10205528,2.0081086,5.283892,-1.4299116,0.6447449
1272-141231-0016_1.flac,1075.5314,152.9521,3994.2964,3841.3442,4.3879037,4.864864864864865,male,-356.44455,40.733463,30.042004,10.868949,13.016314,1.9302038,-6.49264,1.5523793,3.7637053,5.0886507,3.885292,0.31537557,0.9442108
1272-141231-0017_1.flac,1357.0747,154.08931,3994.4006,3840.3113,6.715936,9.370816599732263,female,-301.05835,48.318253,50.482014,15.143491,15.942664,2.1134613,-0.45120722,-0.6963072,-1.7004467,-3.45279e-05,8.727546,-3.018734,-1.7156172
1272-141231-0018_1.flac,1206.5995,152.65564,3994.3308,3841.6753,13.112192,8.666666666666666,male,-302.8464,85.53835,30.968332,8.594875,18.284393,-4.306686,-2.6817474,-3.7077034,1.1892712,3.5285501,4.228558,1.9234979,-0.7376431
1272-141231-0019_1.flac,1303.5796,152.3989,3993.5532,3841.1543,9.772701,9.787234042553191,male,-279.62164,66.719246,40.32634,-0.018128688,21.183514,-1.877947,-2.9357433,-1.300772,2.5354848,2.2522624,4.220833,-0.70041114,0.54962474
1272-141231-0020_1.flac,1538.5928,152.37471,3994.166,3841.7913,6.3298235,6.944444444444444,female,-349.30008,57.526928,32.353436,10.702473,18.94177,3.9270406,-5.667273,-0.5197978,4.7443633,4.548736,7.317592,0.74357164,1.8865265
1272-141231-0021_1.flac,1367.1263,152.52971,3989.2444,3836.7146,9.43964,8.172043010752688,female,-308.70746,61.13459,32.415466,14.002047,23.236715,-3.9620407,-4.769313,-2.2818544,2.689522,-0.5672899,7.0572977,0.7840401,-0.54153275
1272-141231-0022_1.flac,1497.8955,152.72472,3995.5044,3842.7798,17.571964,9.341317365269461,female,-284.50928,63.369297,37.39688,14.959218,20.659897,-2.065889,-3.9899855,-4.2480555,-1.1133912,-3.7856665,3.4687397,-1.4112415,-1.1277292
1272-141231-0023_1.flac,1566.2537,152.78932,3992.3428,3839.5535,17.12741,9.237875288683602,female,-277.6762,52.381935,36.388184,14.810315,14.524813,-3.307655,-4.80918,-2.7452295,0.61443514,2.2737436,3.3984034,-0.45497373,-0.05699459
1272-141231-0024_1.flac,1449.0543,153.2055,3995.948,3842.7424,5.443942,8.79120879120879,female,-320.58484,49.47821,46.008587,7.522667,9.635616,5.073252,0.49242038,-4.6107974,1.9671395,1.3775594,4.9571676,0.25051445,-1.4495382
1272-141231-0025_1.flac,1489.9423,152.55707,3995.9875,3843.4304,18.49025,9.97134670487106,female,-293.758,65.520515,38.44829,12.673158,17.292578,-4.3701925,-2.049724,-4.0707,-0.65402925,-1.1546549,4.1040564,0.8301004,-2.9707353
1272-141231-0026_1.flac,1711.004,152.97652,3995.4207,3842.444,12.048201,9.34438583270535,female,-300.41553,52.055912,37.338028,13.484757,17.32435,1.631961,-1.0565555,-6.38853,-0.80037296,-3.2704785,6.8917513,-1.8763905,-0.6886984
1272-141231-0027_1.flac,1586.1289,153.43512,3995.8342,3842.3992,12.748959,10.045662100456621,female,-298.57336,70.77632,37.547962,4.8881307,10.632169,2.7716374,-2.3014646,-3.0827012,-1.6123079,2.6322556,7.475283,0.4145799,-2.1754875
1272-141231-0028_1.flac,1377.1871,152.37051,3993.8481,3841.4775,8.903918,9.20353982300885,male,-313.25897,62.743954,35.752293,4.0255494,15.202192,-1.5130686,1.318316,-3.2259264,3.2139344,3.6292043,6.6477065,-0.27285618,0.66965705
1272-141231-0029_1.flac,1780.2255,153.13136,3995.2212,3842.0898,10.303793,8.866279069767442,female,-317.2862,60.082783,39.495434,15.906843,17.077446,0.5653479,-7.449636,0.59055763,-2.388609,-0.69275767,3.5947506,-0.34889582,-3.595551
1272-141231-0030_1.flac,1426.2123,152.491,3994.3215,3841.8306,14.17156,9.67741935483871,female,-286.24487,70.1021,37.475967,4.4139366,19.979887,1.8935566,-3.65013,-4.1102157,2.569965,-0.035303432,9.127745,-1.015693,0.80154705
1272-141231-0031_1.flac,1324.9375,152.53082,3995.697,3843.1663,12.511034,8.573436401967674,female,-311.02155,69.75646,38.636257,3.9037037,17.390652,-1.7286191,0.18304433,-5.191578,0.07321552,-0.966691,7.844627,-1.4642146,2.4245389
1272-141231-0032_1.flac,1380.1276,153.02084,3995.7654,3842.7446,10.392357,9.151785714285714,female,-274.8885,60.012516,41.737183,3.9077132,14.919361,-0.041079905,-7.8471913,-4.0266175,-2.1169918,5.365573,3.9756804,-0.0492531,0.8398991
1462-170138-0000_1.flac,1106.9474,152.51266,3995.6702,3843.1575,23.170866,8.797250859106528,female,-342.66083,83.83219,16.78284,27.606678,-3.7550426,-6.553123,-8.569641,-4.707028,-6.593737,-1.0508387,-3.2307081,-1.4758909,-1.7767769
1462-170138-0001_1.flac,1084.7284,152.51314,3995.7048,3843.1917,5.6201997,8.782936010037641,female,-336.94363,104.474754,9.425988,21.847984,-7.023531,-5.5587554,-12.963101,-7.864811,-2.725661,-4.0610404,-4.7368965,-0.61480486,-2.0908551
1462-170138-0002_1.flac,1010.4322,152.42575,3994.74,3842.3142,7.804448,10.333692142088267,female,-314.32693,109.490234,6.4313707,18.686787,-5.244468,-6.201737,-8.440039,-7.2153487,-6.601309,-0.9155658,-7.8567195,-2.8807535,-4.9020615
1462-170138-0003_1.flac,1057.7073,153.2734,3994.868,3841.5945,3.4536994,10.344827586206897,female,-351.72333,108.72409,11.266094,24.907446,-0.30141586,-5.0789185,-9.439999,-5.3119597,-2.5893576,-3.1486912,-7.7835636,0.41689444,-3.0655565
1462-170138-0004_1.flac,1103.4176,154.9397,3962.0308,3807.091,5.8267517,8.764940239043826,female,-301.35117,103.53152,-5.2596517,15.024063,-10.049922,-5.2891207,-8.607568,-0.68257684,-3.764656,-6.353738,-5.5586147,-5.379729,-4.176104
1462-170138-0005_1.flac,888.4258,152.92068,3991.5999,3838.6792,22.482746,9.41891378655526,female,-327.55817,93.55192,16.24992,21.42568,-2.8299828,-1.7311491,-11.451317,-4.443077,-8.80097,-2.5748606,-7.448918,-3.3929965,-2.7953188
1462-170138-0006_1.flac,1093.4338,152.42194,3992.415,3839.9932,15.129108,9.44055944055944,female,-318.79456,97.09066,10.456623,23.542639,-6.1641045,-4.2492495,-7.1139627,-8.3996935,-10.356416,-0.4210497,-7.0782266,-0.9213837,-3.7619534
1462-170138-0007_1.flac,1163.9901,153.11714,3995.037,3841.92,9.277481,10.65651760228354,female,-318.85657,91.71179,14.886273,23.543528,-6.2513146,-5.478386,-10.20695,-5.9987764,-4.729696,-1.6642519,-9.173734,0.120857306,-3.9021707
1462-170138-0008_1.flac,1365.8785,152.76775,3990.2559,3837.488,10.514455,9.493670886075948,female,-310.15366,89.22925,13.220694,20.421724,-8.258229,-5.552526,-13.2905445,-3.5777626,-6.7069316,-3.905549,-5.2096934,-0.5478331,-2.6652493
1462-170138-0009_1.flac,698.4485,152.56885,3040.9753,2888.4065,4.487956,9.580838323353294,female,-331.3636,115.34537,11.59631,25.019495,-7.094212,-11.460766,-18.24175,-4.80964,-4.267162,-5.1251535,-6.7557325,3.1324484,-3.298047
1462-170138-0010_1.flac,1122.0359,153.90979,3995.9153,3842.0054,17.001446,9.866511897852583,female,-321.9479,92.81401,18.325918,23.895576,-5.4806647,-3.8855631,-9.204148,-6.3997116,-9.532968,-4.2326403,-6.7966046,-2.4524207,-3.595615
1462-170138-0011_1.flac,1149.7178,152.41096,3993.3767,3840.9658,22.16901,9.369527145359019,female,-330.16812,95.894325,18.432194,24.188614,-2.5194144,-4.8084497,-10.323491,-5.5990434,-9.5899515,-4.1653247,-8.43933,-2.2911766,-4.04264
1462-170138-0012_1.flac,805.277,154.50307,3985.5718,3831.0686,7.021641,9.067357512953368,female,-331.90582,97.78889,11.715231,21.417923,-8.51741,-1.0735123,-14.956402,-4.75887,-5.9312243,-4.856727,-6.596177,-3.0957181,-5.3077927
1462-170138-0013_1.flac,1160.7263,152.85677,3990.8105,3837.9539,11.149583,8.831908831908832,female,-344.3473,90.75808,10.988544,24.090145,-8.518383,-4.3000426,-8.046376,-4.0386243,-8.996349,-0.3211488,-4.535054,-0.8652856,-2.9879317
1462-170138-0014_1.flac,764.8314,153.09322,3990.9028,3837.8096,7.3619127,8.739837398373984,female,-360.24976,93.03678,18.704168,24.445154,-0.4104214,-2.5687294,-7.02118,-5.368009,-4.772847,-1.171974,-6.445586,-1.4146762,-3.8929062
1462-170138-0015_1.flac,1105.8551,152.76668,3986.026,3833.2593,5.3981266,9.467455621301776,male,-318.9787,96.10768,10.065103,28.604248,-12.329552,-4.374169,-13.102816,-3.4315736,-7.1570716,-3.1541293,-4.97685,-1.1849412,-4.30911
1462-170138-0016_1.flac,844.38635,152.49315,3977.6396,3825.1465,5.880776,9.037900874635568,female,-336.35004,94.96388,17.616674,33.616142,-6.619155,-5.38294,-9.335698,-6.326462,-6.6578255,-2.7752612,-9.962812,-5.8619366,-2.2106507
1462-170138-0017_1.flac,950.5372,152.66876,3995.599,3842.9304,12.273917,9.017713365539452,female,-313.48404,100.92363,4.054497,22.517979,-6.839522,-4.001685,-9.026242,0.13300022,-3.5464537,-3.849433,-3.8791373,-2.5786371,-4.3762026
1462-170138-0018_1.flac,928.90424,154.17694,3994.921,3840.744,8.83766,9.080719079442103,female,-310.74905,91.196144,12.880214,26.892635,-8.987251,-5.2720313,-15.066092,-3.0132809,-10.940269,-4.3546605,-3.1583848,-3.959814,-0.6135669
1462-170138-0019_1.flac,1311.0146,153.30855,3994.909,3841.6003,6.6902895,8.720112517580871,female,-327.64145,69.01674,14.921725,26.98467,-8.918533,1.3969325,-10.086116,-3.856283,-7.3638654,-3.8332038,-5.9888077,-2.1229596,-0.85247767
1462-170138-0020_1.flac,803.154,152.90163,3983.3381,3830.4365,3.5799491,8.085106382978724,female,-342.82922,107.82859,16.758953,12.989991,-0.39299327,5.191048,-9.698306,-4.649614,0.7557174,1.5187671,-5.0527964,-1.3515551,-1.5977134
1462-170138-0021_1.flac,1059.4847,152.89381,3995.702,3842.808,19.825447,9.434940383618455,female,-321.64682,105.29191,12.597676,17.505213,-6.8460183,-1.6546696,-6.1601596,-4.763487,-6.2417445,-1.8238453,-6.2001796,0.14727703,-4.2230406
1462-170138-0022_1.flac,793.3514,154.61407,3995.4626,3840.8486,13.701194,9.377526273241715,female,-328.51718,89.2109,16.380243,23.564375,-4.697868,-4.579076,-14.445939,-2.9541447,-6.9817715,-4.7550964,-5.24391,-1.433067,-2.7696822
1462-170138-0023_1.flac,1149.2676,153.06215,3994.7815,3841.7192,17.639141,9.263157894736842,female,-322.82074,86.91179,14.028543,16.179575,-3.9446568,0.9107365,-9.633728,-5.2292967,-7.8736405,-0.8354294,-7.7283683,-1.4559386,-4.1251087
1462-170138-0024_1.flac,1097.1576,153.09334,3995.9136,3842.8203,33.135098,9.785932721712538,female,-327.76547,92.45013,18.362215,27.492416,-7.416219,-6.630787,-11.420664,-5.44071,-7.142954,-4.775083,-7.2755322,-3.828479,-3.8513863
1462-170138-0025_1.flac,944.94196,154.42885,3987.035,3832.606,6.8143835,8.108108108108107,male,-373.89816,80.39668,16.821865,23.8495,-5.6455445,6.93542,-7.253697,-6.5508747,-3.6943896,0.13477299,-5.2715178,-0.33796248,0.40485656
1462-170138-0026_1.flac,1160.7681,154.73041,3978.9036,3824.173,3.1743357,8.385744234800839,male,-353.16693,90.38,15.093397,9.4577055,-4.5378895,1.230691,-7.249399,0.055168547,-1.9986798,-0.7077097,-4.5517106,-2.4547744,-5.0695868
1462-170138-0027_1.flac,857.1804,153.87553,3968.1921,3814.3167,9.38134,9.59040959040959,male,-340.9402,100.38498,8.847915,33.007122,-6.9021196,-6.859173,-10.028941,-7.0398602,-7.435595,-3.635035,-3.4709837,-4.540012,-2.3730264
1462-170142-0000_1.flac,1339.8662,152.38216,3994.5964,3842.2144,9.339091,10.392364793213149,female,-318.3068,101.0694,4.9978333,18.758194,-13.865666,1.8484946,-10.916591,-6.5244923,-8.165604,-4.79115,-5.8899455,-0.57902986,-1.2853642
1462-170142-0001_1.flac,1010.23553,152.76102,3992.6946,3839.9336,21.310787,9.702660406885759,female,-293.18533,88.62113,4.9375734,27.185322,-8.225629,-2.9308906,-14.738008,0.31602263,-4.077593,-6.2103314,-6.217757,-2.7148159,-2.3048892
1462-170142-0002_1.flac,1499.4666,152.45221,3993.6372,3841.185,12.367298,8.837209302325581,female,-319.63113,76.78037,12.199195,25.718744,-2.9044542,0.43760544,-12.51657,-3.119394,-1.9212139,-2.8250575,-6.6187525,1.9007194,-4.6786437
1462-170142-0003_1.flac,764.36273,153.52356,3825.2256,3671.7021,5.16847,8.438818565400844,female,-355.15836,95.666534,14.077352,36.964863,1.3753675,-5.352474,-10.243872,-7.060359,-3.1365058,-5.6699457,-6.1460266,-0.8816341,-3.7598584
1462-170142-0004_1.flac,971.29865,152.62993,3994.6763,3842.0464,15.096492,9.924190213645762,female,-307.72803,98.83062,3.947984,17.25401,-12.475242,2.500038,-17.519184,-5.5771513,-4.9204307,-2.509907,-4.209387,-2.5749242,-3.1779172
