filename,pitch_mean,pitch_min,pitch_max,pitch_depth,energy,speaking_rate,gender,age,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,simulated_hr
1272-128104-0010_1.flac,1363.1432,152.48222,3995.8462,3843.364,9.103849,9.464285714285715,female,young,-296.09158,91.03383,15.581854,-2.448632,12.819375,-5.2752514,-7.4746356,-1.3869121,-1.6250145,2.0729735,2.4807074,5.285435,0.15040483,-29.500172,-27.893988,-31.77936,-34.83462,-34.59664,-33.655502,-32.543976,-34.03081,-37.557446,-41.42324,78.91303176110182
1272-128104-0011_1.flac,1662.5632,152.48337,3995.5513,3843.0679,25.40504,9.725438306318226,female,young,-272.8034,57.401962,29.283558,8.866341,20.099548,-4.174535,-6.5867906,-2.2395015,-0.38286287,-1.2578051,3.944753,-0.18726932,0.75486004,-27.452782,-26.965504,-31.403673,-33.57612,-34.51843,-34.989223,-35.824596,-37.224697,-41.307026,-45.64312,82.15145450932839
1272-128104-0012_1.flac,1480.6635,152.96754,3982.3477,3829.3801,11.248092,9.479553903345725,female,young,-287.85416,76.54955,31.807703,5.111646,8.260402,-0.7187955,-4.2905974,-5.5401764,-4.3745766,-3.371392,3.1827173,-0.7782993,-0.44437647,-31.33824,-25.798717,-30.871746,-32.250225,-33.163197,-33.701286,-33.958424,-37.178684,-41.46429,-45.1785,83.36411374005738
1272-128104-0013_1.flac,1634.8632,152.91612,3995.957,3843.041,10.398508,8.591549295774648,female,young,-297.07108,56.751213,34.327427,13.227982,15.262549,-2.8432314,-3.685599,-1.7357845,-0.8892855,-0.4004689,3.2552183,1.5024337,3.3238637,-24.016132,-24.818594,-29.733759,-31.478806,-32.51782,-31.842535,-33.438583,-35.159035,-39.068264,-43.171555,84.32934425022188
1272-128104-0014_1.flac,1187.655,153.38908,3982.8662,3829.477,3.0107677,8.017817371937639,male,young,-328.46515,82.689644,24.6034,9.837235,20.296286,-6.055986,-8.457863,8.681241,-4.428397,4.323279,3.040147,6.5563416,-1.117278,-21.23521,-23.29337,-28.40312,-30.374859,-31.913908,-32.26909,-32.343155,-32.78359,-37.100674,-40.295925,71.82163449189919
1272-135031-0000_1.flac,1413.2196,152.63382,3995.1648,3842.531,18.204393,9.921910886541111,female,young,-269.82947,70.940315,37.655857,6.101571,14.191335,-0.007794064,-4.0136604,-5.6966734,0.36816487,-1.6568639,2.069414,-0.63059247,2.4888637,-27.239231,-24.365208,-30.25173,-32.886875,-32.833,-33.06531,-34.766964,-37.820892,-41.529774,-44.234764,81.22146922489618
1272-135031-0001_1.flac,1486.2625,152.51146,3995.6821,3843.1707,15.861877,9.973045822102424,female,young,-283.5862,72.16568,37.208878,14.569956,19.482033,-2.3157332,-3.6258419,-4.8656554,3.0792916,-4.083425,3.3851745,-1.230445,1.4987704,-22.537231,-21.859163,-28.139025,-30.698574,-31.017298,-32.67287,-34.260693,-36.769005,-39.810734,-43.528866,86.42238632797358
1272-135031-0002_1.flac,1307.4825,152.49274,3994.8372,3842.3445,16.874937,9.934640522875815,female,young,-278.35358,70.98213,40.081234,11.110771,18.48626,-5.0014167,-3.9121892,-5.2194557,1.1064107,0.922266,2.71846,0.27811876,1.1028733,-18.216955,-18.617075,-24.405214,-27.001219,-27.7515,-28.417587,-29.848673,-31.736023,-35.164173,-39.057766,81.13709090028097
1272-135031-0003_1.flac,1263.3585,152.95993,3993.433,3840.4731,6.3076377,8.832807570977918,female,young,-276.6204,87.23849,31.855894,8.688394,16.929743,-1.0786412,-0.94703656,-9.36432,2.3257675,1.0535991,4.076432,0.7085845,3.3899257,-17.871405,-18.793697,-24.263979,-26.374493,-25.7512,-26.410824,-27.271114,-29.325457,-33.884457,-36.991383,86.76646683111724
1272-135031-0004_1.flac,1149.8398,152.41945,3994.9004,3842.481,7.2719173,10.414201183431954,male,young,-267.29617,74.25368,37.217804,8.467083,20.637932,-2.0974052,-6.8865952,-4.5045867,3.5571797,-1.5344813,4.37608,-0.78726584,1.5170147,-20.834885,-18.871105,-23.160652,-26.471197,-27.201319,-26.869677,-29.585518,-32.41139,-34.459583,-38.170143,74.72223218378322
1272-135031-0005_1.flac,1360.1127,152.74168,3993.8154,3841.0737,11.342719,10.81081081081081,female,matured,-243.7229,91.632744,33.695763,7.409922,10.934291,-0.37529895,-11.848017,-2.687111,-7.9746146,-3.3219302,-0.06758544,-8.781727,-0.37268415,-23.917593,-18.084156,-23.248802,-25.779581,-27.223621,-26.400677,-30.573408,-34.937107,-37.244564,-40.069992,78.21410908073383
1272-135031-0006_1.flac,1370.7354,153.2073,3995.9639,3842.7566,6.60981,9.046454767726162,female,young,-256.8144,82.96338,37.467987,3.5884852,11.738505,0.29552448,-3.6653388,-2.6883583,-7.091668,-1.7895937,1.1372964,-3.6085625,-1.065353,-22.407093,-20.52493,-23.446337,-27.461887,-27.667011,-28.418556,-31.213528,-32.633156,-35.303463,-38.21946,86.29072991529118
1272-135031-0007_1.flac,1671.0522,153.3441,3994.8584,3841.5144,7.8598375,9.124537607891492,female,young,-262.2933,52.918938,45.78541,24.14931,17.494743,-6.026565,-8.81925,-2.4777448,-3.6658034,-5.1160226,-2.519428,-6.3682704,1.1704979,-27.012392,-23.220947,-25.785797,-30.463276,-31.054838,-31.739685,-36.396435,-39.367115,-43.415348,-46.20454,86.75723016133958
1272-135031-0008_1.flac,1513.4104,152.57268,3994.2021,3841.6294,8.552918,8.446866485013624,female,young,-261.69183,74.75098,32.56203,6.5835977,11.284395,1.573279,-11.498284,-4.3418903,-2.7115483,-2.8755825,-2.8932562,-4.9279346,-4.711383,-31.26063,-23.60314,-27.089634,-30.638063,-32.498913,-32.407555,-34.719273,-38.005875,-40.752045,-42.188053,81.57576926935141
1272-135031-0009_1.flac,1037.0037,152.62798,3976.8127,3824.1848,3.245562,6.806282722513089,male,young,-308.6076,95.97546,37.95166,5.610432,-8.905598,-6.169294,0.36141866,2.364933,6.6385508,0.18742271,1.027988,-3.1578736,0.4025937,-28.79159,-26.143202,-28.67671,-35.247475,-35.483624,-34.301086,-35.05896,-34.866787,-36.381268,-37.805283,75.12206630397745
1272-135031-0010_1.flac,1444.8966,152.40593,3995.619,3843.213,18.062176,9.672040022234576,female,young,-259.85577,70.79159,46.729454,12.2348795,14.183681,-3.6309497,-5.726914,-4.0074673,-3.3009527,-1.7030408,-5.0178623,-7.4806046,-1.781706,-21.195232,-17.503944,-22.390736,-25.148596,-26.575136,-27.57633,-32.2011,-35.279842,-37.485054,-39.33594,83.65976939933905
1272-135031-0011_1.flac,1282.9474,152.4849,3995.0073,3842.5225,5.021904,8.49056603773585,male,young,-272.0834,82.07324,25.507858,3.4244385,17.653166,2.6733584,-10.683795,-2.0972056,-2.5800703,-1.4448733,3.4784157,-3.9325156,-0.8198702,-24.249184,-21.186073,-23.811745,-29.178745,-29.901077,-30.211157,-31.523046,-33.900673,-36.500687,-38.8936,75.29382399665286
1272-135031-0012_1.flac,1363.7726,152.57867,3986.0918,3833.5132,4.9211187,8.823529411764707,female,young,-250.09831,104.61284,20.476881,-15.842129,1.9223187,1.3409595,-14.643368,-5.351597,-3.3958201,-1.057358,-2.4579613,-6.8146286,-4.773514,-29.297234,-18.415882,-21.99654,-25.332542,-26.346222,-24.746357,-26.461569,-28.639355,-30.502895,-32.267723,81.19024162920473
1272-135031-0013_1.flac,1378.9951,154.12955,3995.327,3841.1973,4.07323,7.567567567567567,female,young,-302.6005,71.61024,30.584595,10.879025,13.192534,-3.7216,-5.229421,0.8974019,4.8055644,1.0189507,0.4886299,-2.7119327,3.8307824,-22.825342,-22.609089,-25.667439,-30.91103,-32.403175,-31.021767,-32.941475,-33.69082,-36.590973,-38.20674,83.54516246625342
1272-135031-0014_1.flac,798.06915,152.39609,3952.5908,3800.1948,2.6813347,4.597701149425287,male,matured,-340.20242,74.62643,33.156303,0.28639305,11.734563,0.5415495,-8.309542,0.24581413,6.9339046,7.27345,2.2103064,-1.0464425,-0.38552094,-31.965273,-29.808132,-32.33495,-39.36293,-40.443478,-39.740673,-39.939545,-39.432884,-40.99709,-43.11801,70.84741566290535
1272-135031-0015_1.flac,1420.0757,152.69691,3996.0552,3843.3582,14.609594,10.169491525423728,male,young,-254.00359,83.189835,35.765392,1.4367704,14.124628,-3.788027,-6.37485,-2.0142236,-3.4806826,1.7697378,-1.5556234,-5.1084194,2.0784585,-25.36154,-21.724512,-26.294245,-30.657875,-30.962494,-30.744436,-33.243877,-35.747665,-38.76724,-40.106106,80.21541161304991
1272-135031-0016_1.flac,1229.2284,152.64587,3993.5056,3840.8599,2.5316768,6.140350877192983,male,matured,-308.23117,70.51305,27.74076,11.832243,11.982141,-0.13722907,-4.6334143,5.0891185,4.716612,3.5745006,3.8554726,-4.111109,2.047633,-28.88684,-26.80522,-29.836718,-35.524704,-36.879074,-36.506866,-37.309746,-38.018997,-39.985302,-40.974834,79.73379251427042
1272-135031-0017_1.flac,1429.0833,152.36763,3995.2585,3842.8909,11.37602,9.037900874635568,female,young,-278.03143,76.09057,33.3706,7.758604,17.261234,0.8325016,-8.334594,0.5408511,-2.1584587,-1.0582287,-1.4757667,-5.5707097,1.2434105,-24.911356,-22.933176,-25.993858,-30.525518,-31.030695,-32.13519,-35.033348,-36.99503,-39.667778,-41.2577,85.02579239141525
1272-135031-0018_1.flac,1370.5305,154.17473,3987.4006,3833.2258,6.2516766,9.407193435415016,female,young,-270.94626,85.33057,30.011461,3.832671,3.5101953,-1.4511164,0.073116645,-0.5419007,-4.5874386,-1.8278527,0.63364047,-2.0034277,-0.0015666949,-32.8205,-25.626286,-27.510962,-36.598812,-34.406155,-35.353073,-37.975143,-37.689552,-40.496967,-43.52845,78.10971590284505
1272-135031-0019_1.flac,1520.9854,153.25056,3995.3386,3842.0881,4.8818254,8.22695035460993,female,young,-271.0391,63.290768,27.794855,11.890309,15.099047,-1.9417342,-6.075855,0.93629664,2.6194677,2.828008,-0.027461013,-3.8201623,3.1969616,-26.752495,-24.85928,-27.81942,-33.32095,-34.135975,-34.23396,-35.672264,-36.51715,-38.211372,-41.41107,81.83061012465606
1272-135031-0020_1.flac,1131.1313,152.86203,3989.9604,3837.0984,9.257526,9.462365591397848,male,young,-262.22107,82.37747,34.872856,12.94868,17.136007,-6.4767914,-11.061127,0.6925513,-4.438227,-0.84566945,-3.4228542,-6.282729,0.82574254,-24.475945,-20.264183,-23.835058,-28.374542,-28.968843,-30.000723,-33.354176,-35.849194,-37.938473,-40.652885,73.1480495526789
1272-135031-0021_1.flac,1388.3074,152.66809,3993.2024,3840.5342,5.0281444,8.86319845857418,female,young,-261.42682,72.339455,32.317013,9.134507,13.855859,-5.957924,-5.2675195,-2.9056141,-1.5529573,2.9393802,0.49537575,-5.48537,-0.33498555,-27.618881,-24.442984,-26.655262,-32.971584,-33.84342,-31.774744,-34.342575,-36.5431,-38.63534,-41.371468,78.12670900782736
1272-135031-0022_1.flac,1266.3308,152.58902,3993.0508,3840.4617,2.8241928,7.421150278293136,female,matured,-313.26953,88.584335,20.23644,3.9739704,17.246416,4.6287823,-7.4530244,-2.5253804,3.0682158,1.1630316,3.523326,2.2631977,-0.5746964,-26.293526,-26.287848,-29.804949,-34.731274,-35.121193,-34.493366,-34.32144,-37.197613,-40.57122,-42.12,75.46525085481242
1272-135031-0023_1.flac,1516.6354,152.42651,3996.0005,3843.574,14.749495,9.840425531914894,female,young,-256.23157,80.05368,36.61344,13.027573,16.956709,-0.17659107,-5.939189,0.18794148,-0.98015314,2.5987074,0.0088525545,-8.770078,-3.4871042,-21.199656,-18.871347,-22.875322,-27.665987,-29.976252,-30.307787,-33.58696,-35.995457,-37.938286,-39.50442,86.0030828400884
1272-135031-0024_1.flac,1455.0917,152.51466,3995.5725,3843.0579,28.49454,10.435383552176916,female,young,-246.81685,80.63399,33.111584,6.6194243,16.93532,2.721427,-11.04762,0.4803897,1.4606521,0.021277051,-1.6037275,-3.172931,1.8319528,-21.956863,-17.539085,-23.42599,-26.678648,-27.769594,-27.845633,-30.986465,-33.316746,-35.858093,-37.851185,84.85743165670343
1272-141231-0000_1.flac,1683.8661,152.38028,3992.9521,3840.5718,10.396674,7.096774193548386,female,young,-293.19333,38.733055,25.69193,4.975262,14.631739,3.9070783,-8.495758,-5.2044744,2.5074902,4.752265,2.02323,-2.6301324,0.48215276,-41.702007,-38.737156,-42.093704,-46.07555,-47.8675,-47.703205,-47.805885,-48.919586,-51.35055,-55.272446,85.38336834670612
1272-141231-0001_1.flac,1523.488,153.15195,3995.0447,3841.8928,14.98542,8.875286916602906,female,young,-279.28137,75.944115,28.30297,10.039479,16.344208,-0.4012128,-3.5723577,-3.1539562,-1.9283601,-0.07977243,5.4656854,0.34081316,1.3221763,-23.279696,-22.254843,-27.603344,-30.791124,-31.041195,-32.768692,-32.54205,-34.768845,-37.748108,-42.02824,79.37404329647991
1272-141231-0002_1.flac,1616.856,152.46048,3995.7563,3843.296,29.57499,9.598800149981251,female,young,-269.86115,57.91111,35.162376,9.270365,16.136385,-1.2395418,-5.2237415,-3.7479491,-3.078184,2.8079813,3.0840125,-0.372631,-2.1603494,-29.397032,-27.158401,-33.150043,-35.108734,-36.425995,-37.214066,-38.46374,-40.037727,-42.90372,-46.348236,92.19460855347205
1272-141231-0003_1.flac,1663.6908,152.38063,3995.9836,3843.603,9.497667,8.85608856088561,female,young,-292.13193,52.36452,38.4401,4.958559,6.430045,-1.1955168,0.39456162,-0.91152495,1.1525787,5.256527,3.5123112,0.7100896,0.9068063,-28.69701,-27.948908,-34.02366,-36.473656,-37.106594,-38.222954,-38.08769,-37.980885,-39.771343,-43.30051,79.71875014703048
1272-141231-0004_1.flac,1285.5703,152.70558,3995.338,3842.6323,10.004398,6.8762278978389,female,young,-337.84995,50.72457,32.385136,14.680072,16.620602,0.6470373,-0.0280401,-0.9047804,3.8105392,4.2494407,4.4893036,-0.7506372,1.8487136,-36.390774,-36.06841,-40.702858,-44.52823,-48.214497,-48.277622,-48.210793,-48.701042,-51.331093,-55.13511,82.44160490214601
1272-141231-0005_1.flac,1633.8807,152.70224,3994.3518,3841.6497,13.35107,9.466437177280552,female,young,-260.6139,70.958046,25.974339,13.652242,18.658976,-6.1286902,-5.0371137,-5.918008,1.5510066,2.5318232,2.1231956,0.9166468,1.0201302,-24.157274,-21.803915,-28.452873,-31.318783,-31.65346,-32.721718,-33.377945,-35.027367,-38.264847,-42.294945,84.76026475065572
1272-141231-0006_1.flac,1524.0824,152.902,3992.3743,3839.4722,10.657346,8.519269776876268,female,young,-297.69263,68.08812,35.606407,9.67596,19.559195,4.748595,-4.192246,-8.223367,2.6721988,-0.61953557,4.129975,-3.4785318,2.3907678,-26.18097,-23.88609,-30.811436,-32.922096,-34.124374,-35.35954,-36.851826,-39.335793,-42.953606,-45.814358,78.9649358565305
1272-141231-0007_1.flac,1446.7809,152.39488,3994.0933,3841.6985,9.953609,9.08130939809926,female,young,-301.37976,87.017204,28.395725,1.6005986,12.793486,-0.19464688,2.1378543,-4.583761,-1.5660083,2.528962,3.100117,2.1311865,1.5712576,-25.358013,-24.93683,-31.615887,-34.283066,-34.13683,-34.71088,-35.60199,-37.25001,-40.477215,-43.69646,82.9691461814511
1272-141231-0008_1.flac,1551.1345,152.88304,3994.8818,3841.9988,7.284006,8.705114254624592,female,young,-321.93274,63.95082,35.247032,12.202561,11.466212,1.3555142,-4.4501247,-2.8728082,1.7969126,0.3201279,2.971271,0.449983,-0.74039066,-26.17221,-26.751415,-32.47249,-34.26798,-35.375465,-35.276413,-36.2239,-39.991405,-42.040623,-44.473423,84.88621937896248
1272-141231-0009_1.flac,1371.9137,152.4098,3994.0588,3841.649,14.398462,9.396751740139212,male,young,-304.5927,60.843716,34.250854,8.726591,23.98269,-0.82167697,-5.687074,-3.1581407,2.2879784,3.0459378,1.6679833,-1.4083976,2.7400215,-28.745314,-26.454102,-32.61056,-35.349785,-37.023697,-38.03487,-39.113144,-41.142723,-43.37935,-46.670486,75.47373597203722
1272-141231-0010_1.flac,1316.6365,152.82387,3995.007,3842.183,19.599964,9.014869888475836,female,young,-300.38956,69.2382,39.104485,3.923041,14.479752,-0.025512107,-0.06950886,-4.4221163,-1.6779454,1.6140523,5.352974,1.9661032,-0.6326975,-27.58087,-26.326319,-32.221718,-35.174583,-35.98347,-36.941933,-37.97467,-39.159767,-41.775963,-45.676075,82.96271713764054
1272-141231-0011_1.flac,1670.8422,152.40956,3995.5525,3843.1428,8.321005,8.97308075772682,female,young,-286.25208,52.54424,28.67187,11.129491,23.51277,-1.5459155,-4.4366217,-3.0013397,0.37996688,3.2761242,4.990515,-0.08481185,0.055195123,-24.11364,-24.904312,-30.044765,-32.989468,-33.318027,-35.099113,-36.329853,-37.4154,-39.78914,-43.459034,81.31961788395068
1272-141231-0012_1.flac,1423.1951,152.45049,3995.665,3843.2146,14.853141,8.656330749354005,female,young,-287.4765,60.059032,36.752148,4.516445,19.283546,-0.0485802,-3.8105345,-0.45066845,-1.6056054,3.7895937,6.269574,-1.5054722,-0.085171536,-29.162657,-28.00187,-33.46926,-36.752262,-37.56064,-39.196266,-39.40664,-40.15023,-42.25374,-45.895393,82.59441358309736
1272-141231-0013_1.flac,1523.1633,152.55827,3984.1316,3831.5732,2.626099,5.48801402492473,female,young,-334.361,33.651955,29.159626,14.543768,16.330742,-1.9229505,2.1868,-2.0449846,1.4420851,0.52438927,3.8440402,-5.447335,-0.91035926,-42.608402,-40.396645,-41.90638,-47.03379,-47.8352,-50.445515,-51.341072,-50.73698,-53.971195,-56.84094,83.96731712103137
1272-141231-0014_1.flac,1296.808,152.43144,3994.8777,3842.4463,13.777866,8.213552361396305,female,young,-300.95633,60.577053,34.195427,8.069257,15.212295,-2.5784533,-2.041872,-4.5560255,0.3200569,-0.32041672,5.738599,-2.033161,-0.72275496,-33.535778,-30.251556,-34.548573,-38.108505,-38.802994,-40.434418,-41.017963,-42.16026,-44.5886,-48.505386,78.7582442454771
1272-141231-0015_1.flac,1435.0614,152.84569,3994.2295,3841.3838,11.204929,8.626760563380282,female,young,-308.19708,62.98901,35.60094,6.842797,19.044222,-0.49092984,-5.2142496,-2.3317788,-0.10205528,2.0081086,5.283892,-1.4299116,0.6447449,-28.861439,-25.956633,-31.645426,-35.32125,-36.080555,-37.921677,-39.00727,-39.554047,-41.34488,-46.388443,80.06130455919948
1272-141231-0016_1.flac,1075.5314,152.9521,3994.2964,3841.3442,4.3879037,4.864864864864865,male,young,-356.44455,40.733463,30.042004,10.868949,13.016314,1.9302038,-6.49264,1.5523793,3.7637053,5.0886507,3.885292,0.31537557,0.9442108,-43.976326,-39.787994,-42.89678,-46.994778,-50.30415,-49.18837,-48.84275,-49.30107,-51.390583,-55.56518,74.52207985120828
1272-141231-0017_1.flac,1357.0747,154.08931,3994.4006,3840.3113,6.715936,9.370816599732263,female,young,-301.05835,48.318253,50.482014,15.143491,15.942664,2.1134613,-0.45120722,-0.6963072,-1.7004467,-3.45279e-05,8.727546,-3.018734,-1.7156172,-22.916952,-23.338596,-31.062359,-33.61462,-33.164543,-36.886086,-38.607113,-40.322052,-42.67834,-46.450623,82.15608907492968
1272-141231-0018_1.flac,1206.5995,152.65564,3994.3308,3841.6753,13.112192,8.666666666666666,male,matured,-302.8464,85.53835,30.968332,8.594875,18.284393,-4.306686,-2.6817474,-3.7077034,1.1892712,3.5285501,4.228558,1.9234979,-0.7376431,-24.996296,-23.677412,-30.310583,-33.035583,-34.574863,-35.262264,-36.303635,-36.220604,-39.36806,-42.61798,72.99769670645152
1272-141231-0019_1.flac,1303.5796,152.3989,3993.5532,3841.1543,9.772701,9.787234042553193,male,young,-279.62164,66.719246,40.32634,-0.018128688,21.183514,-1.877947,-2.9357433,-1.300772,2.5354848,2.2522624,4.220833,-0.70041114,0.54962474,-24.15345,-23.462255,-29.60111,-33.33581,-33.810387,-35.26009,-36.093643,-37.00208,-38.783894,-43.04198,75.83725109415876
1272-141231-0020_1.flac,1538.5928,152.37471,3994.166,3841.7913,6.3298235,6.944444444444444,female,young,-349.30008,57.526928,32.353436,10.702473,18.94177,3.9270406,-5.667273,-0.5197978,4.7443633,4.548736,7.317592,0.74357164,1.8865265,-30.841326,-31.823141,-36.421535,-40.41923,-41.993847,-43.57609,-42.89368,-42.80423,-45.22606,-49.79222,76.9410482890212
1272-141231-0021_1.flac,1367.1263,152.52971,3989.2444,3836.7146,9.43964,8.172043010752688,female,young,-308.70746,61.13459,32.415466,14.002047,23.236715,-3.9620407,-4.769313,-2.2818544,2.689522,-0.5672899,7.0572977,0.7840401,-0.54153275,-28.842308,-28.76852,-33.78444,-37.49685,-38.792675,-39.633026,-40.290115,-42.042236,-44.990032,-49.026447,83.84119805859717
1272-141231-0022_1.flac,1497.8955,152.72472,3995.5044,3842.7798,17.571964,9.34131736526946,female,young,-284.50928,63.369297,37.39688,14.959218,20.659897,-2.065889,-3.9899855,-4.2480555,-1.1133912,-3.7856665,3.4687397,-1.4112415,-1.1277292,-28.396284,-24.859608,-30.434832,-33.561092,-34.32044,-36.068554,-38.84919,-40.89905,-43.5684,-47.329494,81.82128591968814
1272-141231-0023_1.flac,1566.2537,152.78932,3992.3428,3839.5535,17.12741,9.237875288683602,female,young,-277.6762,52.381935,36.388184,14.810315,14.524813,-3.307655,-4.80918,-2.7452295,0.61443514,2.2737436,3.3984034,-0.45497373,-0.05699459,-28.866903,-27.134556,-32.420547,-35.81396,-36.64844,-37.325817,-38.431347,-39.395508,-41.685852,-45.871918,88.20077182698203
1272-141231-0024_1.flac,1449.0543,153.2055,3995.948,3842.7424,5.443942,8.79120879120879,female,young,-320.58484,49.47821,46.008587,7.522667,9.635616,5.073252,0.49242038,-4.6107974,1.9671395,1.3775594,4.9571676,0.25051445,-1.4495382,-30.701864,-30.27679,-34.250446,-37.471058,-39.298607,-40.437317,-40.873493,-41.74101,-43.704556,-47.62422,82.4500324950962
1272-141231-0025_1.flac,1489.9423,152.55707,3995.9875,3843.4304,18.49025,9.97134670487106,female,young,-293.758,65.520515,38.44829,12.673158,17.292578,-4.3701925,-2.049724,-4.0707,-0.65402925,-1.1546549,4.1040564,0.8301004,-2.9707353,-28.973799,-23.576038,-30.047691,-32.677925,-33.481037,-35.749626,-37.041195,-39.397644,-41.611702,-46.35744,82.91238573031991
1272-141231-0026_1.flac,1711.004,152.97652,3995.4207,3842.444,12.048201,9.34438583270535,female,young,-300.41553,52.055912,37.338028,13.484757,17.32435,1.631961,-1.0565555,-6.38853,-0.80037296,-3.2704785,6.8917513,-1.8763905,-0.6886984,-28.231316,-27.19114,-33.548534,-35.27928,-35.01199,-37.195614,-40.065166,-41.732365,-44.07269,-47.736374,85.32432310676226
1272-141231-0027_1.flac,1586.1289,153.43512,3995.8342,3842.3992,12.748959,10.04566210045662,female,young,-298.57336,70.77632,37.547962,4.8881307,10.632169,2.7716374,-2.3014646,-3.0827012,-1.6123079,2.6322556,7.475283,0.4145799,-2.1754875,-26.433249,-25.665056,-32.64033,-34.580135,-35.003128,-36.14096,-37.534946,-38.008488,-39.89058,-44.188637,82.80447876926688
